Scope,LegoSet,GizmoType,GizmoName,References,Can Be Instanced?,In Complex Gizmo?
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_COMP_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BASE_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BIT1_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BIT2_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BIT3_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BIT4_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BIT5_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,Blowup,HUGE_OAK_CLUSTER_BIT6_BL,0,-,HUGE_OAK_CLUSTER_CMPLX
Level,Builder_SF_Residential,GizSpellIt,iBuild-it_Red_Table,0,-,-
Level,Builder_SF_Residential,GizSpellIt,ispellit,0,-,-
Level,Builder_SF_Residential,ComplexGizmo,PARKSLIDE_CMPLX1,0,-,-
Level,Builder_SF_Residential,GizSwitch,PUNCHBAG_USE_SW,0,-,PUNCHBAG_CMPLX
Level,Builder_SF_Residential,GizSwitch,PARKSLIDE_USE_SW,0,-,PARKSLIDE_CMPLX
Level,Builder_SF_Residential,GizSwitch,GUMBALL_USE_SW,0,-,GUMBALL_CMPLX
Level,Builder_SF_Residential,GizSwitch,DUMPSTER_HIDE_SW,1,-,DUMPSTER_HIDE_CMPLX
SET INSTANCABLE USAGE:,'Builder_SF_Residential',2/20 gizmos,(10.0 percent)
SET TOTAL USAGE:,'Builder_SF_Residential',7/48 gizmos,(14.6 percent)

Level,Builder_Farmer,ComplexGizmo,Apple_Tree_CMPLX,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,Flower_Bed_CMPLX1,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,SPRINKLER_VINES,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,Climbing_Vines_Switch,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,Stud_Ring_LRG,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_BLUE_ANIM,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_VINE_NPC_CMPLX,0,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_SUNF_2_CMPLX,1,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_SUNF_1_CMPLX,1,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_PLATF_3_CMPLX,1,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_VINE_CLIMBER_CMPL,11,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_BLUE_CMPLX,2,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_VINE_BASE_CMPLX,1,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_PLATF_2_CMPLX,1,Yes,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_PLATF_1_CMPLX,1,Yes,-
Level,Builder_Farmer,GizSpellIt,Red_PlantPot_BI,0,Yes,-
Level,Builder_Farmer,GizObstacle,Apple_Tree_Pickup_Anim,0,Yes (via complex-gizmo),Apple_Tree_CMPLX
Level,Builder_Farmer,GizObstacle,Apple_Tree_OPTM,0,Yes (via complex-gizmo),Apple_Tree_CMPLX
Level,Builder_Farmer,GizObstacle,Apple_Drop_Anim,0,Yes (via complex-gizmo),Apple_Tree_CMPLX
Level,Builder_Farmer,GizObstacle,Sprinkler_Vine_Base_Anim,0,Yes (via complex-gizmo),SPRINKLER_VINES
Level,Builder_Farmer,GizObstacle,Sprinkler_Vines_Anim,0,Yes (via complex-gizmo),SPRINKLER_VINES
Level,Builder_Farmer,GizObstacle,Climbing_Vine_OPTM,0,Yes (via complex-gizmo),Climbing_Vines_Switch
Level,Builder_Farmer,GizObstacle,Apple_Grow_Anim,0,Yes (via complex-gizmo),Apple_Tree_CMPLX
Level,Builder_Farmer,GizObstacle,Flower_Bed_Grow,0,Yes (via complex-gizmo),Flower_Bed_CMPLX
Level,Builder_Farmer,GizObstacle,Flower_Bed_Idle,0,Yes (via complex-gizmo),Flower_Bed_CMPLX
Level,Builder_Farmer,GizObstacle,Mud_Stud_Brown,0,Yes,-
Level,Builder_Farmer,GizObstacle,Mud_Stud_Beige,0,Yes,-
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_USE_ANIM,11,Yes (via complex-gizmo),WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,GizObstacle,PLANTS_VINE_TRIGGERTOGROW,0,Yes (via complex-gizmo),Climbing_Vines_Switch
Level,Builder_Farmer,GizObstacle,PLANTS_VINE_STANDALONE,0,Yes,-
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT6_ANIM,1,Yes (via complex-gizmo),WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT3_ANIM,1,Yes (via complex-gizmo),WATER_PLANTS_PLATF_3_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT1_LOOP,1,Yes (via complex-gizmo),WATER_PLANTS_PLATF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_BASE_ANIM,1,Yes (via complex-gizmo),WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_1_ANIM,1,-,WATER_PLANTS_PLATF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_2_ANIM,1,-,WATER_PLANTS_PLATF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_ANIM,11,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_3_ANIM,1,-,WATER_PLANTS_PLATF_3_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF_1_ANIM,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF_2_ANIM,1,-,WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF_3_ANIM,0,-,WATER_PLANTS_SUNF_3_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_STATIC,11,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_BASE_STATIC,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_BASEc_STATIC,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_BASEc_ANIM,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT1_STATIC,0,-,-
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_1_STATIC,1,-,WATER_PLANTS_PLATF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT1_ANIM,1,-,WATER_PLANTS_PLATF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT2_ANIM,1,-,WATER_PLANTS_PLATF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT2_LOOP,1,-,WATER_PLANTS_PLATF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT2_STATIC,0,-,-
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT3_LOOP,1,-,WATER_PLANTS_PLATF_3_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT3_STATIC,0,-,-
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_2_STATIC,1,-,WATER_PLANTS_PLATF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_3_STATIC,1,-,WATER_PLANTS_PLATF_3_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT4_ANIM,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT4_LOOP,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT4_STATIC,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_BLUPOT_LOOP,2,-,WATER_PLANTS_BLUE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_BLUPOT_STATIC,2,-,WATER_PLANTS_BLUE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_BLUPOT_ANIM,2,-,WATER_PLANTS_BLUE_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF_1_STATIC,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT5_ANIM,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT5_LOOP,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT5_STATIC,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT6_LOOP,1,-,WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT6_STATIC,1,-,WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF_2_STATIC,1,-,WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_1_BOUNCE,1,-,WATER_PLANTS_PLATF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_2_BOUNCE,1,-,WATER_PLANTS_PLATF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_PLATF_3_BOUNCE,1,-,WATER_PLANTS_PLATF_3_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF1_NULL,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_SUNF2_NULL,1,-,WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT7_STATIC,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT7_LOOP,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_REDPOT7_ANIM,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_NPCc_ANIM,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_NPC_ANIM,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_NPCc_STATIC,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_VINE_NPC_STATIC,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_BLUE_NPC_ANIM,0,-,WATER_PLANTS_BLUE_ANIM_CMPLX
Level,Builder_Farmer,GizObstacle,WATER_PLANTS_BLUE_NPC_LOOP,0,-,WATER_PLANTS_BLUE_ANIM_CMPLX
Level,Builder_Farmer,GizObstacle,Sprinkler_Vine_OPTM,0,-,SPRINKLER_VINES
Level,Builder_Farmer,GizObstacle,Sprinkler_Vines_Base_OPTM,0,-,SPRINKLER_VINES
Level,Builder_Farmer,GizObstacle,APPLE_PICKUP_GROW,0,-,Apple_Tree_CMPLX
Level,Builder_Farmer,GizObstacle,iWATER_PLANTS_VINE_BASE_ANIM,0,-,-
Level,Builder_Farmer,GizObstacle,iMud_Stud_Brown,0,-,-
Level,Builder_Farmer,GizObstacle,iMud_Stud_Brown1,0,-,-
Level,Builder_Farmer,GizObstacle,iMud_Stud_Brown2,0,-,-
Level,Builder_Farmer,GizObstacle,iMud_Stud_Beige,0,-,-
Level,Builder_Farmer,GizObstacle,iMud_Stud_Beige1,0,-,-
Level,Builder_Farmer,GizObstacle,iMud_Stud_Beige2,0,-,-
Level,Builder_Farmer,GizObstacle,iPLANTS_VINE_TRIGGERTOGROW,0,-,-
Level,Builder_Farmer,GizObstacle,iSprinkler_Vines_Anim,0,-,-
Level,Builder_Farmer,GizObstacle,iApple_Tree_Pickup_Anim,0,-,-
Level,Builder_Farmer,Blowup,LEAF_FALL_1_BL,12,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,Blowup,LEAF_FALL_2_BL,12,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,Blowup,LEAF_FALL_PURP1_BL,12,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,Blowup,LEAF_FALL_PURP2_BL,12,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,Blowup,LEAF_FALL_PURP3_BL,12,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,Blowup,LEAF_FALL_PINK1_BL,12,-,WATER_PLANTS_VINE_CLIMBER_CMPLX
Level,Builder_Farmer,Blowup,blowup,0,-,-
Level,Builder_Farmer,Blowup,EndBlowup,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,ComplexGizmo,Flower_Bed_CMPLX,0,-,-
Level,Builder_Farmer,ComplexGizmo,WATER_PLANTS_VINE_NPC_CMPLX1,0,-,-
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_BLUE_SW,2,-,WATER_PLANTS_BLUE_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_PLATF_1_SW,1,-,WATER_PLANTS_PLATF_1_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_PLATF_2_SW,1,-,WATER_PLANTS_PLATF_2_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_PLATF_3_SW,1,-,WATER_PLANTS_PLATF_3_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_VINE_BASE_SW,1,-,WATER_PLANTS_VINE_BASE_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_SUNF_1_SW,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_SUNF_2_SW,1,-,WATER_PLANTS_SUNF_2_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_SUNF_3_SW,0,-,WATER_PLANTS_SUNF_3_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_VINE_CLIMBER_SW,0,-,-
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_VINE_BASE_NPC_SW,0,-,WATER_PLANTS_VINE_NPC_CMPLX
Level,Builder_Farmer,GizSwitch,WATER_PLANTS_BLUE_NPC_SW,0,-,WATER_PLANTS_BLUE_ANIM_CMPLX
Level,Builder_Farmer,GizSwitch,Flower_Bed_Switch,0,-,Flower_Bed_CMPLX
Level,Builder_Farmer,GizSwitch,Apple_Tree_SW,0,-,Apple_Tree_CMPLX
Level,Builder_Farmer,GizmoPickup,s_pup2,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,s_pup3,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,s_pup6,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,s_pup7,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,s_pup10,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,s_pup9,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,g_pup,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,g_pup1,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,g_pup2,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,g_pup3,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,g_pup4,0,-,Stud_Ring_LRG
Level,Builder_Farmer,GizmoPickup,g_pup5,0,-,Stud_Ring_LRG
Level,Builder_Farmer,Pole,WATER_PLANTS_SUNF_1_POLE,1,-,WATER_PLANTS_SUNF_1_CMPLX
Level,Builder_Farmer,Pole,WATER_PLANTS_SUNF_2_POLE,1,-,WATER_PLANTS_SUNF_2_CMPLX
SET INSTANCABLE USAGE:,'Builder_Farmer',13/34 gizmos,(38.2 percent)
SET TOTAL USAGE:,'Builder_Farmer',63/132 gizmos,(47.7 percent)

Level,Builder_Miner,GizSwitch,DYNO_VEND_SW,1,Yes (via complex-gizmo),DYNO_VEND_CMPLX
Level,Builder_Miner,ComplexGizmo,Miner_Gems_CMPLX,0,Yes,-
Level,Builder_Miner,ComplexGizmo,BOULDER_ROLL_CMPLX,0,Yes,-
Level,Builder_Miner,ComplexGizmo,DYNO_VEND_EXPLODE_CMPLX,1,Yes,-
Level,Builder_Miner,ComplexGizmo,D_VEND_BESPOKE_MINE_BI_CMPLX,0,Yes,-
Level,Builder_Miner,ComplexGizmo,BOULDER_SINGLE_CMPLX,1,Yes,-
Level,Builder_Miner,ComplexGizmo,DYNO_VEND_BUILDIT_CMPLX,0,Yes,-
Level,Builder_Miner,ComplexGizmo,DYNO_VEND_CMPLX,1,Yes,-
Level,Builder_Miner,ComplexGizmo,BPILE_SML_CMPLX,1,Yes,-
Level,Builder_Miner,ComplexGizmo,BPILE_LRG_CMPLX,1,Yes,-
Level,Builder_Miner,ComplexGizmo,DETONATOR_CMPLX,1,Yes,-
Level,Builder_Miner,GizSpellIt,AAAAAAAAAAAAAAAAAA,0,Yes,-
Level,Builder_Miner,GizSpellIt,DYNO_VEND_MINE_TUNNEL_BI,0,Yes (via complex-gizmo),D_VEND_BESPOKE_MINE_BI_CMPLX
Level,Builder_Miner,GizSpellIt,DYNO_VEND_BUILDIT,0,Yes (via complex-gizmo),DYNO_VEND_BUILDIT_CMPLX
Level,Builder_Miner,Blowup,blowup,0,Yes,-
Level,Builder_Miner,Blowup,BPILE_LRG_COMP_BL,1,Yes (via complex-gizmo),BPILE_LRG_CMPLX
Level,Builder_Miner,GizObstacle,TEST!!1,0,Yes,-
Level,Builder_Miner,GizObstacle,DYNO_VEND_DYN_STUCK_ANIM,1,Yes (via complex-gizmo),DYNO_VEND_EXPLODE_CMPLX
Level,Builder_Miner,GizObstacle,DYNO_VEND_STATIC_OB,1,Yes (via complex-gizmo),DYNO_VEND_CMPLX
Level,Builder_Miner,GizObstacle,DYNO_VEND_DROP_ANIM,0,Yes (via complex-gizmo),D_VEND_BESPOKE_MINE_BI_CMPLX
Level,Builder_Miner,GIZSIMPLEPROPOBJECT,DYNO_VEND_EXPLODE_SP,1,Yes (via complex-gizmo),DYNO_VEND_EXPLODE_CMPLX
Level,Builder_Miner,GizObstacle,DETONATOR_STATIC_OB,1,-,DETONATOR_CMPLX
Level,Builder_Miner,GizObstacle,BPILE_LRG_BITS_ANIM,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,GizObstacle,BPILE_SML_BITS_ANIM,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,GizObstacle,DINO_VEND_PFX_NULL,1,-,DYNO_VEND_EXPLODE_CMPLX
Level,Builder_Miner,GizObstacle,Large_Boulder_Opt,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,GizObstacle,Medium_Boulder_Opt,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,GizObstacle,Miner_Gems_OB,0,-,Miner_Gems_CMPLX
Level,Builder_Miner,GizObstacle,Miner_Gems_OPTM,0,-,Miner_Gems_CMPLX
Level,Builder_Miner,GizObstacle,iCAMERA_SHAKE_NULL,1,-,DYNO_VEND_EXPLODE_CMPLX
Level,Builder_Miner,GizObstacle,iDYNO_VEND_DROP_ANIM,0,-,-
Level,Builder_Miner,Blowup,BPILE_BIT1_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT6_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT7_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT9_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT10_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT11_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT8_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT2_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT3_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT4_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_BIT5_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BPILE_SML_BIT1_BL,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,Blowup,BPILE_SML_COMP_BL,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,Blowup,BPILE_SML_BIT2_BL,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,Blowup,BPILE_SML_BIT3_BL,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,Blowup,BPILE_SML_BIT6_BL,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,Blowup,BPILE_SML_BIT8_BL,1,-,BPILE_SML_CMPLX
Level,Builder_Miner,Blowup,BPILE_ALL_DEAD_BL,1,-,BPILE_LRG_CMPLX
Level,Builder_Miner,Blowup,BOULD_SINGLE_BIT1_BL,1,-,BOULDER_SINGLE_CMPLX
Level,Builder_Miner,Blowup,DYNO_VEND_EXPLODE_BL,1,-,DYNO_VEND_EXPLODE_CMPLX
Level,Builder_Miner,Blowup,BOULD_ROLL_MINERHIT_BL,0,-,BOULDER_ROLL_CMPLX
Level,Builder_Miner,Blowup,BOULD_ROLL_TIMER_BL,0,-,BOULDER_ROLL_CMPLX
Level,Builder_Miner,Blowup,Miner_Gems_BL,0,-,Miner_Gems_CMPLX
Level,Builder_Miner,GizSpellIt,iAAAAAAAAAAAAAAAAAA,0,-,-
Level,Builder_Miner,ComplexGizmo,Miner_Gems_CMPLX1,0,-,-
Level,Builder_Miner,GizSwitch,DETONATOR_SW,1,-,DETONATOR_CMPLX
Level,Builder_Miner,GizSwitch,DYNO_VEND_EXPLODE_SW,1,-,DYNO_VEND_EXPLODE_CMPLX
SET INSTANCABLE USAGE:,'Builder_Miner',11/21 gizmos,(52.4 percent)
SET TOTAL USAGE:,'Builder_Miner',40/58 gizmos,(69.0 percent)

Level,Builder_Cop,GizSwitch,GarageDoorUseSpot,0,Yes,-
Level,Builder_Cop,ComplexGizmo,Detective_Seagull_CMPLX,0,Yes,-
Level,Builder_Cop,ComplexGizmo,Detective_IceBox_CMPLX,0,Yes,-
Level,Builder_Cop,ComplexGizmo,DETECTIVE_SHED_DOOR_CMPLX,0,Yes,-
Level,Builder_Cop,ComplexGizmo,DETECTIVE_CUPBOARD_FAUX,0,Yes,-
Level,Builder_Cop,ComplexGizmo,DETECTIVE_CUPBOARD_CMPLX,0,Yes,-
Level,Builder_Cop,ComplexGizmo,DETECTIVE_DRAWER_CMPLX,0,Yes,-
